City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Port Blair,IN,2022-02-01 06:27:42,11.6667,92.75,82.44,61,40,9.22
294,Almaznyy,RU,2022-02-01 06:27:43,48.0448,40.045,32.14,92,48,10.31
295,Nizhniy Kuranakh,RU,2022-02-01 06:27:43,58.8353,125.4869,-1.68,92,100,7.05
296,Beringovskiy,RU,2022-02-01 06:27:44,63.05,179.3167,8.56,95,100,11.34
297,Tipuani,BO,2022-02-01 06:27:44,-15.5648,-68.0185,70.2,100,100,1.01
298,San Benito Abad,CO,2022-02-01 06:27:44,8.929,-75.0271,73.11,82,31,1.79
299,Bell Ville,AR,2022-02-01 06:27:45,-32.6259,-62.6887,64.38,44,3,6.04
300,Drayton Valley,CA,2022-02-01 06:27:45,53.2168,-114.9854,0.72,92,100,6.26
301,Arona,ES,2022-02-01 06:27:46,28.0996,-16.681,62.56,42,0,1.14
302,Labytnangi,RU,2022-02-01 06:27:46,66.6572,66.4183,-22.07,100,93,2.95
303,Lloydminster,CA,2022-02-01 06:27:47,53.2835,-110.0016,-7.38,71,0,12.66
304,Chingirlau,KZ,2022-02-01 06:27:47,51.095,54.0814,23.83,92,67,11.01
305,Tilichiki,RU,2022-02-01 06:27:48,60.4667,166.1,10.44,89,100,7.38
306,Cherskiy,RU,2022-02-01 06:27:48,68.75,161.3,-5.28,87,100,6.29
307,Gavle,SE,2022-02-01 06:27:48,60.6745,17.1417,19.36,83,99,3.0
308,Bambanglipuro,ID,2022-02-01 06:27:49,-7.95,110.2833,72.61,65,95,8.48
309,Kandrian,PG,2022-02-01 06:27:49,-6.2167,149.55,83.46,75,100,4.83
310,Riyadh,SA,2022-02-01 06:26:33,24.6877,46.7219,66.34,32,20,6.91
311,Cheyenne,US,2022-02-01 06:26:49,41.14,-104.8203,32.85,43,0,6.91
312,Bandarbeyla,SO,2022-02-01 06:27:50,9.4942,50.8122,78.46,69,86,15.41
313,Urusha,RU,2022-02-01 06:27:51,54.05,122.9,6.89,58,84,7.11
314,Vanimo,PG,2022-02-01 06:27:51,-2.6741,141.3028,80.08,80,99,6.76
315,Maragogi,BR,2022-02-01 06:23:02,-9.0122,-35.2225,76.84,85,50,5.79
316,Shima,CN,2022-02-01 06:27:52,24.4478,117.8111,56.21,94,100,1.43
317,Callaway,US,2022-02-01 06:27:52,30.153,-85.5699,50.92,88,0,4.61
318,Evensk,RU,2022-02-01 06:26:46,61.95,159.2333,22.15,49,100,25.01
319,Sovetskiy,RU,2022-02-01 06:28:53,61.3614,63.5842,2.34,94,97,3.47
320,Ancud,CL,2022-02-01 06:28:54,-41.8697,-73.8203,58.23,94,93,6.8
321,Alofi,NU,2022-02-01 06:28:54,-19.0595,-169.9187,78.69,83,70,2.3
322,Alta Floresta,BR,2022-02-01 06:28:55,-9.8756,-56.0861,69.94,98,100,2.59
323,Kletskaya,RU,2022-02-01 06:28:55,49.3145,43.0584,33.08,92,85,15.03
324,Codrington,AU,2022-02-01 06:28:56,-38.2667,141.9667,60.94,64,95,18.77
325,Juneau,US,2022-02-01 06:28:56,58.3019,-134.4197,23.22,92,34,6.42
326,Boa Vista,BR,2022-02-01 06:28:57,2.8197,-60.6733,78.78,73,0,10.36
327,Caracollo,PE,2022-02-01 06:28:57,-14.9165,-70.6603,43.11,90,100,1.12
328,Constitucion,CL,2022-02-01 06:28:57,-35.3333,-72.4167,57.16,69,0,3.6
329,Igarka,RU,2022-02-01 06:28:58,67.4667,86.5833,8.2,94,100,15.79
330,Safford,US,2022-02-01 06:28:58,32.834,-109.7076,51.12,38,100,4.27
331,Hollins,US,2022-02-01 06:28:59,37.3413,-79.9431,31.87,77,0,0.0
332,Annau,TM,2022-02-01 06:28:59,37.8876,58.516,47.7,40,75,0.0
333,Nelson Bay,AU,2022-02-01 06:28:59,-32.7167,152.15,84.25,73,16,9.28
334,Galt,US,2022-02-01 06:29:00,38.2546,-121.3,54.57,88,38,4.9
335,Saint George,US,2022-02-01 06:25:24,37.1041,-113.5841,45.19,35,0,1.01
336,Acapulco,MX,2022-02-01 06:28:13,16.8634,-99.8901,76.82,73,0,4.61
337,Gombong,ID,2022-02-01 06:29:00,-7.6072,109.5142,86.83,63,100,6.67
338,Borovoy,RU,2022-02-01 06:29:01,55.4333,86.0833,13.28,79,40,6.71
339,Ippy,CF,2022-02-01 06:29:01,6.2679,21.2247,71.04,24,29,3.06
340,San Ramon,US,2022-02-01 06:26:10,37.7799,-121.978,52.11,89,0,4.61
341,Jacmel,HT,2022-02-01 06:29:02,18.2342,-72.5347,71.44,83,1,3.58
342,Saint-Joseph,RE,2022-02-01 06:29:02,-21.3667,55.6167,86.36,67,86,15.82
343,Flin Flon,CA,2022-02-01 06:29:03,54.7682,-101.865,-1.26,91,100,16.67
344,Mayo,US,2022-02-01 06:29:03,38.8876,-76.5119,29.95,77,0,7.0
345,Hualmay,PE,2022-02-01 06:29:04,-11.0964,-77.6139,69.66,86,69,6.78
346,Houlton,US,2022-02-01 06:29:04,46.1262,-67.8403,-5.28,75,0,0.0
347,Joensuu,FI,2022-02-01 06:29:04,62.6012,29.7632,20.26,89,100,4.61
348,Kuopio,FI,2022-02-01 06:29:05,62.8924,27.677,15.75,86,100,3.44
349,Lazaro Cardenas,MX,2022-02-01 06:28:13,17.9583,-102.2,74.23,77,20,2.84
350,Mayumba,GA,2022-02-01 06:29:06,-3.432,10.6554,77.09,90,92,2.93
351,Bauchi,NG,2022-02-01 06:29:06,10.5,10.0,51.91,29,3,4.59
352,Kipini,KE,2022-02-01 06:29:06,-2.5257,40.5262,82.69,72,78,6.35
353,Jiblah,YE,2022-02-01 06:29:07,13.9216,44.1467,60.21,67,36,0.92
354,Shubarkuduk,KZ,2022-02-01 06:29:07,49.1447,56.4872,23.97,88,100,13.56
355,Naron,ES,2022-02-01 06:29:08,43.5167,-8.1528,49.82,83,14,10.8
356,Gidam,IN,2022-02-01 06:29:08,18.9833,81.4,82.94,19,15,4.09
357,San Jose,US,2022-02-01 06:25:20,37.3394,-121.895,53.26,84,40,4.61
358,Inirida,CO,2022-02-01 06:29:09,3.8653,-67.9239,72.46,68,99,2.66
359,Port-Gentil,GA,2022-02-01 06:29:09,-0.7193,8.7815,76.96,94,40,0.0
360,Gari,RU,2022-02-01 06:29:09,59.4307,62.3497,5.32,96,88,4.68
361,Rapid Valley,US,2022-02-01 06:29:10,44.0625,-103.1463,35.46,43,0,3.0
362,Port Hardy,CA,2022-02-01 06:26:48,50.6996,-127.4199,39.76,100,75,4.61
363,Qobustan,AZ,2022-02-01 06:29:10,40.0824,49.412,42.91,57,97,3.56
364,Faya,SA,2022-02-01 06:29:11,18.3851,42.4509,59.11,50,11,4.72
365,Totness,SR,2022-02-01 06:30:11,5.8833,-56.3167,75.87,86,80,9.57
366,Luderitz,NA,2022-02-01 06:30:12,-26.6481,15.1594,65.66,90,100,7.83
367,Saint-Augustin,CA,2022-02-01 06:30:12,51.226,-58.6502,-5.31,89,11,8.46
368,Tuatapere,NZ,2022-02-01 06:30:13,-46.1333,167.6833,60.82,95,100,2.53
369,Qasigiannguit,GL,2022-02-01 06:30:14,68.8193,-51.1922,7.05,94,100,5.39
370,Vidim,RU,2022-02-01 06:30:15,56.4088,103.1106,5.5,89,100,2.62
371,Praia,CV,2022-02-01 06:29:53,14.9215,-23.5087,70.34,83,0,3.44
372,Lavrentiya,RU,2022-02-01 06:30:16,65.5833,-171.0,-2.38,79,14,12.88
373,Porto Novo,BJ,2022-02-01 06:30:16,6.4965,2.6036,73.22,66,100,2.19
374,Trairi,BR,2022-02-01 06:30:17,-3.2778,-39.2689,75.07,86,100,7.18
375,Douglas,US,2022-02-01 06:30:17,41.3,-96.167,44.31,47,0,1.01
376,Coquimbo,CL,2022-02-01 06:30:18,-29.9533,-71.3436,63.05,88,67,2.39
377,Sisimiut,GL,2022-02-01 06:30:18,66.9395,-53.6735,5.61,86,100,6.38
378,Meulaboh,ID,2022-02-01 06:30:19,4.1363,96.1285,84.02,69,69,6.55
379,Mackay,AU,2022-02-01 06:30:19,-21.15,149.2,91.69,58,30,13.8
380,Amapa,BR,2022-02-01 06:30:20,1.0,-52.0,70.05,100,100,1.66
381,Sobolevo,RU,2022-02-01 06:30:20,54.4299,31.8996,20.79,95,100,9.19
382,Asau,RO,2022-02-01 06:30:21,46.4333,26.4,29.39,81,98,2.8
383,Xining,CN,2022-02-01 06:30:21,36.6167,101.7667,22.86,37,7,1.39
384,Sibuco,PH,2022-02-01 06:30:21,7.2911,122.0656,85.95,75,100,5.37
385,Vestmannaeyjar,IS,2022-02-01 06:30:22,63.4427,-20.2734,30.78,72,95,17.31
386,Kozelsk,RU,2022-02-01 06:30:22,54.0375,35.7716,28.69,95,100,9.98
387,Sambava,MG,2022-02-01 06:30:23,-14.2667,50.1667,83.75,66,100,9.24
388,Hambantota,LK,2022-02-01 06:30:23,6.1241,81.1185,89.94,62,20,8.05
389,Concordia,AR,2022-02-01 06:30:24,-31.393,-58.0209,65.79,68,0,7.0
390,Brae,GB,2022-02-01 06:30:24,60.3964,-1.353,48.11,79,99,36.84
391,Chamba,IN,2022-02-01 06:30:25,32.5667,76.1333,58.5,35,0,5.3
392,Shakiso,ET,2022-02-01 06:30:25,5.75,38.9167,74.32,20,100,6.4
393,Innisfail,AU,2022-02-01 06:30:05,-17.5333,146.0333,83.59,74,87,5.08
394,Pierre,US,2022-02-01 06:30:26,44.3683,-100.351,38.32,57,40,4.0
395,Ambad,IN,2022-02-01 06:27:53,19.6167,75.8,79.32,17,2,3.62
396,Penzance,GB,2022-02-01 06:30:27,50.1186,-5.5371,51.01,90,48,21.85
397,West Wendover,US,2022-02-01 06:25:55,40.7391,-114.0733,29.61,57,67,2.77
398,Aripuana,BR,2022-02-01 06:30:27,-9.1667,-60.6333,70.63,97,100,1.7
399,Jacareacanga,BR,2022-02-01 06:30:28,-6.2222,-57.7528,72.23,99,100,1.23
400,Katherine,AU,2022-02-01 06:30:28,-14.4667,132.2667,75.52,83,99,39.12
401,Klaksvik,FO,2022-02-01 06:30:28,62.2266,-6.589,41.92,81,27,41.05
402,Aykhal,RU,2022-02-01 06:30:29,66.0,111.5,-23.28,99,90,4.09
403,Opuwo,NA,2022-02-01 06:30:29,-18.0607,13.84,68.92,40,99,5.86
404,Ascension,US,2022-02-01 06:30:30,30.2169,-90.9001,57.99,82,0,0.0
405,Pangai,TO,2022-02-01 06:30:30,-19.8,-174.35,80.6,73,9,11.68
406,Morondava,MG,2022-02-01 06:30:31,-20.2833,44.2833,85.96,66,0,7.38
407,Fuerte Olimpo,PY,2022-02-01 06:30:31,-21.0415,-57.8738,73.15,94,28,4.05
408,Ostrovnoy,RU,2022-02-01 06:30:32,68.0531,39.5131,14.58,96,100,3.4
409,Marzuq,YE,2022-02-01 06:31:32,14.4,46.4667,74.79,29,8,2.04
410,Sampit,ID,2022-02-01 06:31:33,-2.5333,112.95,94.08,42,71,3.38
411,Yenagoa,NG,2022-02-01 06:31:33,4.9247,6.2642,74.46,67,70,1.61
412,Minas,UY,2022-02-01 06:31:33,-34.3759,-55.2377,54.07,75,0,3.11
413,Roald,NO,2022-02-01 06:31:34,62.5833,6.1333,32.32,74,75,19.57
414,Salalah,OM,2022-02-01 06:31:34,17.0151,54.0924,77.09,50,0,2.3
415,Vao,NC,2022-02-01 06:31:35,-22.6667,167.4833,75.22,85,100,15.01
416,Eydhafushi,MV,2022-02-01 06:31:35,5.1033,73.0708,82.98,72,9,15.59
417,Sandwick,GB,2022-02-01 06:31:35,60.0,-1.25,48.02,71,75,35.68
418,Kiruna,SE,2022-02-01 06:31:36,67.8557,20.2251,-10.28,84,0,8.05
419,Hofn,IS,2022-02-01 06:31:36,64.2539,-15.2082,24.01,65,94,27.27
420,Brigantine,US,2022-02-01 06:31:37,39.4101,-74.3646,27.0,72,0,3.44
421,Tanhacu,BR,2022-02-01 06:31:37,-14.0214,-41.2481,69.12,92,100,3.53
422,Algeciras,ES,2022-02-01 06:30:25,36.1333,-5.4505,58.68,41,0,8.05
423,Menongue,AO,2022-02-01 06:31:38,-14.6585,17.691,65.08,57,100,6.49
424,Sinnamary,GF,2022-02-01 06:31:39,5.3833,-52.95,74.95,90,72,7.18
425,Maba,CN,2022-02-01 06:31:40,24.6841,113.5984,46.13,90,100,3.71
426,Orotukan,RU,2022-02-01 06:31:40,62.2667,151.7,-7.67,100,100,4.07
427,Wichita Falls,US,2022-02-01 06:30:14,33.9137,-98.4934,54.66,86,0,12.66
428,Tatawin,TN,2022-02-01 06:31:41,32.9297,10.4518,49.08,35,91,11.77
429,Linhai,CN,2022-02-01 06:31:41,28.85,121.1167,38.05,99,100,2.77
430,Turka,UA,2022-02-01 06:31:42,49.1541,23.0297,26.8,97,100,1.41
431,Bosaso,SO,2022-02-01 06:31:42,11.2842,49.1816,78.78,83,40,0.0
432,Nanortalik,GL,2022-02-01 06:31:43,60.1432,-45.2371,19.6,77,100,7.16
433,Huangchuan,CN,2022-02-01 06:31:43,32.1272,115.0394,46.69,31,43,13.31
434,Snyder,US,2022-02-01 06:31:43,32.7179,-100.9176,50.36,56,9,10.96
435,Victor Harbor,AU,2022-02-01 06:31:44,-35.5667,138.6167,73.9,67,80,5.01
436,Takoradi,GH,2022-02-01 06:31:18,4.8845,-1.7554,77.14,85,100,2.37
437,Ulaangom,MN,2022-02-01 06:31:44,49.9811,92.0667,-15.41,93,100,3.83
438,Alyangula,AU,2022-02-01 06:31:45,-13.8483,136.4192,91.27,66,40,12.66
439,Buzdyak,RU,2022-02-01 06:31:45,54.5833,54.55,26.96,83,100,16.24
440,Makakilo City,US,2022-02-01 06:31:46,21.3469,-158.0858,71.92,73,0,0.0
441,Kokoda,PG,2022-02-01 06:31:46,-8.8785,147.7407,82.67,75,100,0.78
442,Kaufbeuren,DE,2022-02-01 06:31:47,47.8833,10.6167,32.58,95,75,11.5
443,El Prat De Llobregat,ES,2022-02-01 06:31:47,41.3278,2.0947,50.25,66,20,10.36
444,Mitzic,GA,2022-02-01 06:31:48,0.7821,11.549,73.18,82,99,3.15
445,Brownwood,US,2022-02-01 06:31:49,31.7093,-98.9912,54.72,96,0,6.91
446,Kieta,PG,2022-02-01 06:31:50,-6.2167,155.6333,82.53,78,100,7.07
447,Sladkovo,RU,2022-02-01 06:31:50,55.5284,70.3385,23.13,94,99,9.95
448,Jijiga,ET,2022-02-01 06:31:51,9.35,42.8,71.26,15,17,7.36
449,Ajuchitlan,MX,2022-02-01 06:31:51,20.7167,-100.0167,54.79,34,0,5.39
450,Benguela,AO,2022-02-01 06:31:52,-12.5763,13.4055,76.51,73,94,1.21
451,Isiro,CD,2022-02-01 06:31:52,2.7739,27.616,79.84,37,30,0.98
452,Barkot,IN,2022-02-01 06:31:52,30.8167,78.2,57.52,31,0,3.87
453,Leeton,AU,2022-02-01 06:31:53,-34.5667,146.4,82.45,65,100,14.97
454,Awjilah,LY,2022-02-01 06:31:53,29.1081,21.2869,51.76,62,1,13.91
455,Yurla,RU,2022-02-01 06:31:54,59.3259,54.3223,21.02,94,100,9.01
456,Kuusamo,FI,2022-02-01 06:32:54,65.9667,29.1833,-2.16,84,100,3.44
457,Lakatoro,VU,2022-02-01 06:32:55,-16.0999,167.4164,79.57,82,97,1.41
458,Zhigansk,RU,2022-02-01 06:32:55,66.7697,123.3711,-28.16,98,99,6.55
459,Dzerzhinskoye,RU,2022-02-01 06:32:55,56.8344,95.2283,10.11,86,69,4.03
460,Colares,PT,2022-02-01 06:32:56,38.7992,-9.4469,51.89,60,0,7.0
461,Yulara,AU,2022-02-01 06:32:56,-25.2406,130.9889,75.04,83,100,12.66
462,Banjar,ID,2022-02-01 06:32:57,-8.19,114.9675,87.66,70,78,4.63
463,Port-Cartier,CA,2022-02-01 06:32:57,50.0334,-66.8654,-1.98,96,6,6.49
464,Korla,CN,2022-02-01 06:32:58,41.7597,86.1469,31.3,34,13,5.1
465,Makushino,RU,2022-02-01 06:32:58,55.2103,67.2442,16.77,95,83,7.18
466,Cairns,AU,2022-02-01 06:30:07,-16.9167,145.7667,88.07,94,100,10.36
467,Dunedin,NZ,2022-02-01 06:32:59,-45.8742,170.5036,64.8,91,100,8.01
468,Petropavlovsk-Kamchatskiy,RU,2022-02-01 06:32:59,53.0452,158.6483,27.19,69,0,15.66
469,La Presa,US,2022-02-01 06:33:00,32.7081,-116.9973,54.79,89,100,1.99
470,Half Moon Bay,US,2022-02-01 06:30:06,37.4636,-122.4286,52.92,86,0,3.44
471,Dakar,SN,2022-02-01 06:33:00,14.6937,-17.4441,69.93,83,17,11.5
472,Constanta,RO,2022-02-01 06:33:01,44.1833,28.65,27.28,82,100,9.4
473,Gizo,SB,2022-02-01 06:33:01,-8.103,156.8419,83.01,74,76,5.03
474,Cortes,ES,2022-02-01 06:33:01,41.9395,-1.4396,45.61,68,12,37.16
475,Sorland,NO,2022-02-01 06:33:02,67.667,12.6934,32.07,49,100,16.08
476,Machico,PT,2022-02-01 06:33:02,32.7,-16.7667,65.03,81,75,12.66
477,Leningradskiy,RU,2022-02-01 06:33:03,69.3833,178.4167,-15.97,96,48,10.8
478,Kula,TR,2022-02-01 06:33:03,38.5473,28.6498,30.6,75,100,9.93
479,Castrillon,ES,2022-02-01 06:33:04,43.3979,-6.7922,45.14,97,94,3.24
480,Gawler,AU,2022-02-01 06:33:04,-34.6,138.7333,75.83,43,0,16.69
481,Fez,MA,2022-02-01 06:33:05,34.0372,-4.9998,46.65,49,0,8.05
482,Te Karaka,NZ,2022-02-01 06:33:05,-38.4654,177.8679,68.18,76,100,2.82
483,Lundazi,ZM,2022-02-01 06:33:06,-12.2929,33.1782,69.39,86,100,4.12
484,Batala,IN,2022-02-01 06:33:06,31.8186,75.2028,64.51,60,0,7.76
485,Antsohihy,MG,2022-02-01 06:33:07,-14.8796,47.9875,87.37,57,28,6.17
486,Kalevala,RU,2022-02-01 06:33:07,65.2,31.1667,13.77,94,100,8.59
487,Babai,IN,2022-02-01 06:33:08,22.7,77.9333,80.44,23,0,5.17
488,Moa,CU,2022-02-01 06:33:08,20.6569,-74.9403,72.37,79,99,12.41
489,Kamenka,RU,2022-02-01 06:33:09,51.3223,42.7678,30.74,93,100,16.02
490,Nuuk,GL,2022-02-01 06:33:09,64.1835,-51.7216,14.61,92,75,13.8
491,Khandyga,RU,2022-02-01 06:33:10,62.6667,135.6,-23.93,99,100,0.47
492,Lakes Entrance,AU,2022-02-01 06:33:10,-37.8811,147.981,68.16,91,100,10.09
493,Takapau,NZ,2022-02-01 06:33:11,-40.0333,176.35,76.19,65,100,5.59
494,Arrecife,ES,2022-02-01 06:33:11,28.963,-13.5477,66.18,52,0,9.22
495,Zheleznodorozhnyy,RU,2022-02-01 06:33:12,55.7503,38.0042,28.62,96,72,6.96
496,Helong,CN,2022-02-01 06:33:12,42.5397,128.9972,18.43,58,12,9.35
497,Atocha,BO,2022-02-01 06:33:12,-20.9333,-66.2333,44.35,83,81,6.4
498,Tiksi,RU,2022-02-01 06:33:13,71.6872,128.8694,-10.08,100,100,3.83
499,Alekseyevsk,RU,2022-02-01 06:33:14,57.8406,108.3492,5.07,87,100,4.38
500,Anadyr,RU,2022-02-01 06:33:14,64.75,177.4833,18.1,67,100,31.0
501,Novoagansk,RU,2022-02-01 06:33:15,61.9449,76.6625,6.19,94,96,6.85
502,Anisoc,GQ,2022-02-01 06:33:15,1.8658,10.7689,72.21,90,100,1.59
503,Porto Santo,PT,2022-02-01 06:34:15,33.072,-16.3415,64.31,77,20,26.46
504,Barra Patuca,HN,2022-02-01 06:34:16,15.8,-84.2833,71.87,80,85,2.91
505,Chernyshevskiy,RU,2022-02-01 06:34:16,63.0128,112.4714,-14.89,94,59,2.17
506,Den Helder,NL,2022-02-01 06:34:17,52.9599,4.7593,44.08,93,100,21.0
507,Petrolina De Goias,BR,2022-02-01 06:34:17,-16.095,-49.3381,69.96,99,100,1.92
508,Nabire,ID,2022-02-01 06:34:17,-3.3667,135.4833,83.01,69,97,5.55
509,Tarauaca,BR,2022-02-01 06:34:18,-8.1614,-70.7656,70.86,90,80,2.24
510,Bhadrachalam,IN,2022-02-01 06:34:18,17.6667,80.8833,89.46,20,38,3.38
511,Ridgecrest,US,2022-02-01 06:30:13,35.6225,-117.6709,52.39,31,100,1.01
512,Itaituba,BR,2022-02-01 06:34:19,-4.2761,-55.9836,72.82,97,100,2.21
513,Sayat,TM,2022-02-01 06:34:19,38.7839,63.8803,44.47,42,0,19.57
514,Hasaki,JP,2022-02-01 06:34:20,35.7333,140.8333,48.6,43,100,6.55
515,Wajid,SO,2022-02-01 06:34:20,3.8093,43.2471,86.27,40,90,17.69
516,Harrisonburg,US,2022-02-01 06:34:21,38.4496,-78.8689,23.52,86,0,0.0
517,Pedernales,DO,2022-02-01 06:34:21,18.0384,-71.744,74.57,76,16,2.48
518,Verkhoyansk,RU,2022-02-01 06:34:22,67.5447,133.385,-28.75,100,93,0.34
519,Pavilosta,LV,2022-02-01 06:34:22,56.8879,21.1859,31.91,74,100,14.07
520,Valdivia,CL,2022-02-01 06:30:16,-39.8142,-73.2459,47.91,92,22,2.13
521,Hutang,CN,2022-02-01 06:34:23,31.5333,119.4833,44.73,36,88,10.65
522,Coolum Beach,AU,2022-02-01 06:34:23,-26.5333,153.1,90.34,78,28,4.0
523,Mandalgovi,MN,2022-02-01 06:34:24,45.7625,106.2708,10.44,48,0,9.71
524,Asyut,EG,2022-02-01 06:34:24,27.181,31.1837,52.99,51,0,1.95
525,Winslow,US,2022-02-01 06:30:49,35.0242,-110.6974,44.29,41,0,0.0
526,Itarema,BR,2022-02-01 06:34:25,-2.9248,-39.9167,75.45,85,94,8.46
527,Airai,TL,2022-02-01 06:34:25,-8.9266,125.4092,69.75,71,67,6.04
528,Bytosh,RU,2022-02-01 06:34:26,53.8186,34.0912,24.96,95,99,7.94
529,Edson,CA,2022-02-01 06:34:26,53.5835,-116.4356,1.51,78,100,4.61
530,Karang Tengah,ID,2022-02-01 06:34:27,-7.5787,111.8642,84.69,76,52,4.45
531,Marevo,RU,2022-02-01 06:34:27,57.3146,32.0804,23.07,97,100,4.16
532,Bac Lieu,VN,2022-02-01 06:34:28,9.285,105.7244,85.08,61,17,19.42
533,Baneh,IR,2022-02-01 06:34:28,35.9975,45.8853,31.8,73,71,0.49
534,Aklavik,CA,2022-02-01 06:34:28,68.2191,-135.0107,-6.77,98,100,4.03
535,Tarko-Sale,RU,2022-02-01 06:32:07,64.9225,77.785,3.02,96,97,6.38
536,Prince Albert,CA,2022-02-01 06:30:06,53.2001,-105.7677,-4.05,71,40,18.41
537,San Ignacio,BZ,2022-02-01 06:34:29,17.1561,-89.0714,66.34,94,0,6.91
538,Pampa,US,2022-02-01 06:34:30,35.5362,-100.9599,51.1,49,0,10.36
539,Waingapu,ID,2022-02-01 06:34:30,-9.6567,120.2641,88.18,61,85,19.44
540,Aksha,RU,2022-02-01 06:34:31,50.2814,113.2867,9.36,63,83,10.0
541,Krivosheino,RU,2022-02-01 06:34:31,57.3431,83.9261,19.06,93,99,9.91
542,Marsa Matruh,EG,2022-02-01 06:34:32,31.3525,27.2453,56.79,58,100,12.77
543,Jardim,BR,2022-02-01 06:34:32,-21.4803,-56.1381,70.39,99,93,4.18
544,Mango,US,2022-02-01 06:34:32,27.9797,-82.3065,53.85,90,0,0.0
545,Yanaul,RU,2022-02-01 06:34:33,56.2719,54.9309,27.95,89,100,15.99
546,Port Macquarie,AU,2022-02-01 06:34:33,-31.4333,152.9167,83.89,73,48,6.62
547,Jinchang,CN,2022-02-01 06:34:34,38.4953,102.1739,25.32,24,13,5.08
548,Kutum,SD,2022-02-01 06:34:34,14.2,24.6667,52.48,26,0,10.94
549,Komsomolskiy,UZ,2022-02-01 06:34:35,40.4272,71.7189,39.92,60,5,2.3
550,Javanrud,IR,2022-02-01 06:35:35,34.7961,46.5172,35.24,95,100,1.57
551,Chegdomyn,RU,2022-02-01 06:35:36,51.1167,133.0167,-0.87,93,88,1.05
552,Lompoc,US,2022-02-01 06:35:36,34.6391,-120.4579,58.19,87,0,0.0
553,Yaan,NG,2022-02-01 06:35:37,7.3833,8.5667,71.87,19,4,7.05
554,Timmins,CA,2022-02-01 06:35:37,48.4669,-81.3331,15.62,79,100,13.8
